Comments,Profine_words,No_words_per_comment,No_filtered_words,Is_profine,Avg_profine_per_comment,Avg_profine_per_filter_comment,No_profane_words
God bless her,,3,2,0,0,0.0,0
They are just doing there job,,6,2,0,0,0.0,0
I get it the TSA is a show but you dont need to almost kill someone and grope them for the show,,22,5,0,0,0.0,0
I feel so bad for herwhat really pissed me off is that after she said that she had a lumpectomy and had ports and that they couldnt touch her there the man responded by saying they would use as much pressure as they want,,44,11,0,0,0.0,0
Is that a *clears throat* is that a a guy,,10,4,0,0,0.0,0
AMERICA Thats the problem,,4,3,0,0,0.0,0
TSA IS OUT OF CONTROL  They have been out of control from day one,day,15,9,1,0.06666666666666667,0.1111111111111111,1
She can ask for a private screening,,7,3,0,0,0.0,0
One when she says dont touch me do not touch her,,11,4,0,0,0.0,0
this made me angry just watching,,6,2,0,0,0.0,0
What dose Livid mean,,4,3,0,0,0.0,0
Get those TSAs out of the airports,,7,3,0,0,0.0,0
TSA ARE SCARY PEOPLE,,4,4,0,0,0.0,0
Do people not understand the concept of bacteria and infections,,10,6,0,0,0.0,0
That police should of went to Jail,,7,3,0,0,0.0,0
Wow just wow thats all I have to say,,9,3,0,0,0.0,0
LAWSUIT Recurrence can be due to them moving cells around in the body Absolutely NO,,15,7,0,0,0.0,0
They need to pay her for all the emotional and physical distress,,12,5,0,0,0.0,0
TSA should be educated about all do the procedures and retrain I work in health care we have monthly meetings for reeducation for this reason because if you are doing something everyday and one day you have something you havent seen before you still need education on how to handle it,day,51,17,1,0.0196078431372549,0.058823529411764705,1
I have a medical device and have been terrorised by TSA a number of times Sometimes they enjoy harassing the sick TSA is supposed to make us feel safer and in fact they provide no additional safety Having missed real threats harassing the sickest of Americans This is common,,49,28,0,0,0.0,0
They where just doing there job like u know,,9,2,0,0,0.0,0
I havent been on a plane in over 20 years,,10,5,0,0,0.0,0
First sentence from Trump about meeting his wife I was supposed to meet this super model,,16,10,0,0,0.0,0
Melania is so beautiful,,4,2,0,0,0.0,0
CNN interviewed Trump now they hate the man with a passion Funny how much things have changed then to now,,20,9,0,0,0.0,0
Its amazing how many people like Oprah loved Donald  but when he becomes president hes no good,,18,9,0,0,0.0,0
Even though Larry King is a Liberal he was always a fair and honest interviewer ,,16,8,0,0,0.0,0
2 classy people and now A CLASSY FIRST LADY AND A CLASS ACT PRESIDENT MAGA 2020,,16,14,0,0,0.0,0
She is a true beauty Leave her alone She cares about trump Compared to Clintons and Obamas she is incredible,trump,20,11,1,0.05,0.09090909090909091,1
Melania Beautiful smart woman,,4,4,0,0,0.0,0
Its funny all these people criticizing Donald and Melania as to there lack of any real chemistry when obviously its genuine and real its natural and flows and is obviously the reason that they are together,,36,14,0,0,0.0,0
And she is on the cover of Vogue That little extra,,11,5,0,0,0.0,0
She is the Rockshes a beautiful smart woman,,8,5,0,0,0.0,0
So glad I voted for Mr Trump and so lucky to have him and the firstlady,,16,8,0,0,0.0,0
What a lovely lady,,4,3,0,0,0.0,0
haha it seems like they were interrogated by the immigration officer lol,,12,5,0,0,0.0,0
They have incredible chemistry,,4,3,0,0,0.0,0
In Love then and Still today much Love God Bless them,,11,7,0,0,0.0,0
808 Excellent relationship advice A marriage that you have to work at doesnt work Thats why its important to find the right person,,23,12,0,0,0.0,0
They make a great team Great interview,,7,5,0,0,0.0,0
Truly best couple interview I have ever seen I am so grateful I found this video thats the rock Loved it,,21,11,0,0,0.0,0
Two Beautiful People May the Lord continue to bless you both,,11,7,0,0,0.0,0
She looks like Raquel Welch,,5,3,0,0,0.0,0
They are a great couple,,5,3,0,0,0.0,0
Why does her English sound better back thenLol,,8,5,0,0,0.0,0
I feel like Im the only black from NYC that support My President Im proud that I do,,18,10,0,0,0.0,0
Something worth watching on CNN Surprised,,6,5,0,0,0.0,0
Wow this is back before CNN decided Trump was public enemy number one and when they actually cared about Malanias sense of fashion But as soon as he ran for president against their godqueen Hillary then OMG Trump is the devil lolThis hasnt aged well CNN Do you guys ever look in the mirror and say how did I get to be such a slimy spineless sleezeball CNNistheworst ForReal TheySuckHard,,70,33,0,0,0.0,0
God bless them both They deserve it thats for sure,,10,4,0,0,0.0,0
0047 Melania says we had great time and 2 second later trump gives Larry King a blink with his right eye anyone saw that hinting on sex,"trump, sex",27,13,1,0.07407407407407407,0.15384615384615385,2
I love how everyone in the comment section think that they know everything Typical,,14,4,0,0,0.0,0
Melania Trump we have great chemicals together love him,,9,5,0,0,0.0,0
The wink  049,,4,4,0,0,0.0,0
416 all great children **flashbacks to Donald Trump Jr holding up a tail he sliced off an elephant when game hunting**,,21,13,0,0,0.0,0
425 Trumps response is funny and shows his comic timing is as good as any comedians compared to you lol,,20,10,0,0,0.0,0
Trumps I have four wonderful children Irvankas not 14 anymore but still doable,,13,7,0,0,0.0,0
Back when people just thought of Trump as a rich guy until he got elected and our TVs and media told us were supposed to hate him just because they hate him,,32,13,0,0,0.0,0
Amazing couple God guide you anytime congratulation both of you,,10,6,0,0,0.0,0
The more you watch these old pre election videos the more you see Donald as being a totally normal down to earth dude ,,24,11,0,0,0.0,0
Trumpthe media would rather see me beating people up rather than helping people You got that right They hate him,,20,9,0,0,0.0,0
Its weird how much milder and more polite he was just a decade before running,,15,6,0,0,0.0,0
God Bless You Mr and Mrs Trump,,7,6,0,0,0.0,0
when cnn liked trump lol,trump,5,3,1,0.2,0.3333333333333333,1
lol chemistry and energy huh,,5,4,0,0,0.0,0
GOD BLESS MELANIA AND DONALD,,5,5,0,0,0.0,0
Hell file for bankruptcy a week prior to the divorce,,10,6,0,0,0.0,0
Who could hate this man he is amazing family man and just look how happy and the way he looks at Melania I have alot of respect and very proud for mr Trump my president of the United States,,39,15,0,0,0.0,0
I dont care what people say they are a good couple,,11,6,0,0,0.0,0
Trump is awesome,,3,2,0,0,0.0,0
Beautiful First Lady,,3,3,0,0,0.0,0
Stormy who,,2,1,0,0,0.0,0
Beautiful couple So smart and Im so proud they represent the United States,,13,8,0,0,0.0,0
How does Melania have more of an accent now than she did 11 years ago,,15,6,0,0,0.0,0
I had a great time can someone count exactly how many time she used that phrase,,16,7,0,0,0.0,0
This is surreal and sad Melania speaks freely and smoothly and openly with some of an accent here Fast forward to now and her accent is much thicker her speech much more stilted Theres a reason for that and I cant think of a positive one,,46,20,0,0,0.0,0
Now everybody knows he was cheating on this wife What a loving relationship Actually its farcical Nevermind,,17,9,0,0,0.0,0
If a man doesnt want to be with me I dont want to be with the man Melaniaits time,,19,8,0,0,0.0,0
I dont think I should be scared of anything hehe,,10,5,0,0,0.0,0
Siamo della persone preziosi ed molto onorato,,7,6,0,0,0.0,0
Excellent interview Smart woman Melania had plenty of money before Donald so stop naysaying She got a man with class which is hard to find,,25,14,0,0,0.0,0
The commercial was funny since she hookered up with a lame duck,,12,6,0,0,0.0,0
You fell in love with his beutiful hair,,8,5,0,0,0.0,0
I have My little Melania lol,,6,4,0,0,0.0,0
They are both highly educated and extremely intelligent She is a brilliant business woman and eagerly seeks to learn more about everything How many languages does she speak,,28,15,0,0,0.0,0
Melania is such a Beauyiful looking Woman with Class etc,,10,4,0,0,0.0,0
They really are great together,,5,2,0,0,0.0,0
They remind me of the Macho Man and his wife from the wresting team back in the 80s lol,,19,9,0,0,0.0,0
I never paid attention to Donald Trump til he became my president Now I love him more than my own husband Hes our Pres 2 yrs and Im still in the honeymoon phase Plus all attempts to disgrace him has reverse effect Even TIs video made Trump look like the King,,51,26,0,0,0.0,0
they met at a party where rich guys pick up young hot super models lol,,15,10,0,0,0.0,0
She seems sweet an is too good for Trump,,9,4,0,0,0.0,0
Something was there right away ,,6,2,0,0,0.0,0
Hey Trump CNN if fake news LoL hahahaha hahahaha hahahaha hahahaha hahahaha,,12,11,0,0,0.0,0
A year after the interview in comes Stormy the playmate and maybe a dozen others who knows,,17,6,0,0,0.0,0
best point he made was when you have money its great to have children so true in so many ways,,20,7,0,0,0.0,0
